Timestamp;Rx Power [dBm]
Fri Mar 24 14:30:37 2023;-72
Fri Mar 24 14:30:40 2023;-74
Fri Mar 24 14:30:42 2023;-79
Fri Mar 24 14:30:43 2023;-78
Fri Mar 24 14:30:45 2023;-78
Fri Mar 24 14:30:48 2023;-75
Fri Mar 24 14:30:49 2023;-74
Fri Mar 24 14:30:52 2023;-66
Fri Mar 24 14:30:53 2023;-70
Fri Mar 24 14:30:54 2023;-64
Fri Mar 24 14:30:55 2023;-70
Fri Mar 24 14:30:56 2023;-65
Fri Mar 24 14:30:57 2023;-80
Fri Mar 24 14:31:01 2023;-65
Fri Mar 24 14:31:02 2023;-68
Fri Mar 24 14:31:03 2023;-62
Fri Mar 24 14:31:06 2023;-67
Fri Mar 24 14:31:07 2023;-81
Fri Mar 24 14:31:10 2023;-82
Fri Mar 24 14:31:11 2023;-78
Fri Mar 24 14:31:17 2023;-80
Fri Mar 24 14:31:19 2023;-80
Fri Mar 24 14:31:20 2023;-76
Fri Mar 24 14:31:21 2023;-75
Fri Mar 24 14:31:24 2023;-80
Fri Mar 24 14:31:25 2023;-77
Fri Mar 24 14:31:29 2023;-76
Fri Mar 24 14:31:30 2023;-74
Fri Mar 24 14:31:31 2023;-77
Fri Mar 24 14:31:33 2023;-79
Fri Mar 24 14:31:34 2023;-79
Fri Mar 24 14:31:36 2023;-84
Fri Mar 24 14:31:37 2023;-77
Fri Mar 24 14:31:38 2023;-74
Fri Mar 24 14:31:41 2023;-76
Fri Mar 24 14:31:42 2023;-77
Fri Mar 24 14:31:43 2023;-76
Fri Mar 24 14:31:44 2023;-77
Fri Mar 24 14:31:46 2023;-74
Fri Mar 24 14:31:47 2023;-79
Fri Mar 24 14:31:48 2023;-77
Fri Mar 24 14:31:53 2023;-79
Fri Mar 24 14:31:54 2023;-79
Fri Mar 24 14:31:55 2023;-77
Fri Mar 24 14:31:56 2023;-75
Fri Mar 24 14:31:57 2023;-74
Fri Mar 24 14:32:01 2023;-79
Fri Mar 24 14:32:02 2023;-81
Fri Mar 24 14:32:03 2023;-76
Fri Mar 24 14:32:04 2023;-80
Fri Mar 24 14:32:06 2023;-77
Fri Mar 24 14:32:08 2023;-77
Fri Mar 24 14:32:09 2023;-82
Fri Mar 24 14:32:11 2023;-73
Fri Mar 24 14:32:12 2023;-78
Fri Mar 24 14:32:14 2023;-76
Fri Mar 24 14:32:15 2023;-80
Fri Mar 24 14:32:16 2023;-74
Fri Mar 24 14:32:18 2023;-76
Fri Mar 24 14:32:19 2023;-75
Fri Mar 24 14:32:20 2023;-74
Fri Mar 24 14:32:21 2023;-78
Fri Mar 24 14:32:22 2023;-76
Fri Mar 24 14:32:23 2023;-77
Fri Mar 24 14:32:24 2023;-80
Fri Mar 24 14:32:26 2023;-76
Fri Mar 24 14:32:28 2023;-76
Fri Mar 24 14:32:29 2023;-80
Fri Mar 24 14:32:32 2023;-77
Fri Mar 24 14:32:33 2023;-76
Fri Mar 24 14:32:35 2023;-78
Fri Mar 24 14:32:40 2023;-77
Fri Mar 24 14:32:41 2023;-77
Fri Mar 24 14:32:43 2023;-74
Fri Mar 24 14:32:44 2023;-77
Fri Mar 24 14:32:45 2023;-76
Fri Mar 24 14:32:47 2023;-79
Fri Mar 24 14:32:48 2023;-76
Fri Mar 24 14:32:50 2023;-81
Fri Mar 24 14:32:53 2023;-75
Fri Mar 24 14:32:55 2023;-75
Fri Mar 24 14:32:56 2023;-80
Fri Mar 24 14:32:57 2023;-81
Fri Mar 24 14:32:58 2023;-79
Fri Mar 24 14:32:59 2023;-80
Fri Mar 24 14:33:02 2023;-76
Fri Mar 24 14:33:03 2023;-74
Fri Mar 24 14:33:04 2023;-76
Fri Mar 24 14:33:08 2023;-78
Fri Mar 24 14:33:09 2023;-80
Fri Mar 24 14:33:10 2023;-76
Fri Mar 24 14:33:12 2023;-81
Fri Mar 24 14:33:16 2023;-78
Fri Mar 24 14:33:17 2023;-76
Fri Mar 24 14:33:21 2023;-77
Fri Mar 24 14:33:24 2023;-79
Fri Mar 24 14:33:25 2023;-79
Fri Mar 24 14:33:27 2023;-76
Fri Mar 24 14:33:28 2023;-81
Fri Mar 24 14:33:32 2023;-74
Fri Mar 24 14:33:33 2023;-77
Fri Mar 24 14:33:36 2023;-75
Fri Mar 24 14:33:37 2023;-77
Fri Mar 24 14:33:39 2023;-75
Fri Mar 24 14:33:40 2023;-76
Fri Mar 24 14:33:41 2023;-78
Fri Mar 24 14:33:42 2023;-77
Fri Mar 24 14:33:43 2023;-81
Fri Mar 24 14:33:45 2023;-78
Fri Mar 24 14:33:49 2023;-78
Fri Mar 24 14:33:50 2023;-78
Fri Mar 24 14:33:53 2023;-77
Fri Mar 24 14:33:54 2023;-76
Fri Mar 24 14:33:55 2023;-80
Fri Mar 24 14:33:56 2023;-76
Fri Mar 24 14:33:57 2023;-81
Fri Mar 24 14:33:58 2023;-81
Fri Mar 24 14:33:59 2023;-77
Fri Mar 24 14:34:01 2023;-75
Fri Mar 24 14:34:02 2023;-77
Fri Mar 24 14:34:03 2023;-78
Fri Mar 24 14:34:06 2023;-77
Fri Mar 24 14:34:07 2023;-75
Fri Mar 24 14:34:08 2023;-82
Fri Mar 24 14:34:12 2023;-77
Fri Mar 24 14:34:13 2023;-77
Fri Mar 24 14:34:16 2023;-78
Fri Mar 24 14:34:17 2023;-77
Fri Mar 24 14:34:18 2023;-78
Fri Mar 24 14:34:22 2023;-76
Fri Mar 24 14:34:23 2023;-77
Fri Mar 24 14:34:25 2023;-76
Fri Mar 24 14:34:26 2023;-77
Fri Mar 24 14:34:27 2023;-77
Fri Mar 24 14:34:28 2023;-76
Fri Mar 24 14:34:30 2023;-76
Fri Mar 24 14:34:31 2023;-76
Fri Mar 24 14:34:32 2023;-77
Fri Mar 24 14:34:33 2023;-81
Fri Mar 24 14:34:34 2023;-76
Fri Mar 24 14:34:35 2023;-78
Fri Mar 24 14:34:37 2023;-77
Fri Mar 24 14:34:38 2023;-76
Fri Mar 24 14:34:39 2023;-77
Fri Mar 24 14:34:43 2023;-76
Fri Mar 24 14:34:45 2023;-76
Fri Mar 24 14:34:51 2023;-79
Fri Mar 24 14:34:53 2023;-79
Fri Mar 24 14:34:55 2023;-76
Fri Mar 24 14:34:56 2023;-74
Fri Mar 24 14:34:58 2023;-82
Fri Mar 24 14:34:59 2023;-78
Fri Mar 24 14:35:00 2023;-80
Fri Mar 24 14:35:01 2023;-78
Fri Mar 24 14:35:03 2023;-77
Fri Mar 24 14:35:04 2023;-75
Fri Mar 24 14:35:05 2023;-79
Fri Mar 24 14:35:06 2023;-78
Fri Mar 24 14:35:07 2023;-78
Fri Mar 24 14:35:09 2023;-78
Fri Mar 24 14:35:13 2023;-79
Fri Mar 24 14:35:14 2023;-77
Fri Mar 24 14:35:15 2023;-76
Fri Mar 24 14:35:16 2023;-80
Fri Mar 24 14:35:17 2023;-77
Fri Mar 24 14:35:18 2023;-76
Fri Mar 24 14:35:24 2023;-79
Fri Mar 24 14:35:25 2023;-76
Fri Mar 24 14:35:27 2023;-74
Fri Mar 24 14:35:28 2023;-77
Fri Mar 24 14:35:34 2023;-77
Fri Mar 24 14:35:36 2023;-77
Fri Mar 24 14:35:37 2023;-77
Fri Mar 24 14:35:38 2023;-78
Fri Mar 24 14:35:40 2023;-76
Fri Mar 24 14:35:41 2023;-78
Fri Mar 24 14:35:42 2023;-80
Fri Mar 24 14:35:43 2023;-78
Fri Mar 24 14:35:45 2023;-78
Fri Mar 24 14:35:46 2023;-77
Fri Mar 24 14:35:48 2023;-79
Fri Mar 24 14:35:51 2023;-76
Fri Mar 24 14:35:52 2023;-76
Fri Mar 24 14:35:53 2023;-76
Fri Mar 24 14:35:54 2023;-76
Fri Mar 24 14:35:56 2023;-78
Fri Mar 24 14:35:57 2023;-78
Fri Mar 24 14:36:00 2023;-81
Fri Mar 24 14:36:01 2023;-75
Fri Mar 24 14:36:02 2023;-79
Fri Mar 24 14:36:03 2023;-76
Fri Mar 24 14:36:05 2023;-76
Fri Mar 24 14:36:06 2023;-78
Fri Mar 24 14:36:07 2023;-78
Fri Mar 24 14:36:10 2023;-76
Fri Mar 24 14:36:11 2023;-78
Fri Mar 24 14:36:12 2023;-76
Fri Mar 24 14:36:15 2023;-80
Fri Mar 24 14:36:17 2023;-76
Fri Mar 24 14:36:18 2023;-75
Fri Mar 24 14:36:23 2023;-79
Fri Mar 24 14:36:25 2023;-78
Fri Mar 24 14:36:28 2023;-74
Fri Mar 24 14:36:32 2023;-80
Fri Mar 24 14:36:34 2023;-76
Fri Mar 24 14:36:35 2023;-81
Fri Mar 24 14:36:37 2023;-77
Fri Mar 24 14:36:38 2023;-82
Fri Mar 24 14:36:40 2023;-79
Fri Mar 24 14:36:41 2023;-75
Fri Mar 24 14:36:43 2023;-80
Fri Mar 24 14:36:45 2023;-76
Fri Mar 24 14:36:46 2023;-79
Fri Mar 24 14:36:48 2023;-76
Fri Mar 24 14:36:49 2023;-80
Fri Mar 24 14:36:50 2023;-75
Fri Mar 24 14:36:51 2023;-79
Fri Mar 24 14:36:54 2023;-77
Fri Mar 24 14:36:55 2023;-80
Fri Mar 24 14:36:56 2023;-75
Fri Mar 24 14:36:59 2023;-76
Fri Mar 24 14:37:00 2023;-74
Fri Mar 24 14:37:02 2023;-76
Fri Mar 24 14:37:03 2023;-77
Fri Mar 24 14:37:04 2023;-77
Fri Mar 24 14:37:06 2023;-79
Fri Mar 24 14:37:07 2023;-73
Fri Mar 24 14:37:13 2023;-79
Fri Mar 24 14:37:15 2023;-77
Fri Mar 24 14:37:16 2023;-77
Fri Mar 24 14:37:17 2023;-75
Fri Mar 24 14:37:24 2023;-76
Fri Mar 24 14:37:25 2023;-79
Fri Mar 24 14:37:26 2023;-80
Fri Mar 24 14:37:28 2023;-74
Fri Mar 24 14:37:29 2023;-78
Fri Mar 24 14:37:31 2023;-77
Fri Mar 24 14:37:32 2023;-75
Fri Mar 24 14:37:33 2023;-78
Fri Mar 24 14:37:34 2023;-75
Fri Mar 24 14:37:36 2023;-78
Fri Mar 24 14:37:37 2023;-76
Fri Mar 24 14:37:38 2023;-74
Fri Mar 24 14:37:40 2023;-77
Fri Mar 24 14:37:41 2023;-73
Fri Mar 24 14:37:42 2023;-76
Fri Mar 24 14:37:45 2023;-77
Fri Mar 24 14:37:46 2023;-80
Fri Mar 24 14:37:48 2023;-78
Fri Mar 24 14:37:51 2023;-73
Fri Mar 24 14:37:52 2023;-76
Fri Mar 24 14:37:56 2023;-73
Fri Mar 24 14:37:57 2023;-73
Fri Mar 24 14:37:59 2023;-74
Fri Mar 24 14:38:00 2023;-80
Fri Mar 24 14:38:01 2023;-76
Fri Mar 24 14:38:02 2023;-75
Fri Mar 24 14:38:04 2023;-75
Fri Mar 24 14:38:05 2023;-77
Fri Mar 24 14:38:06 2023;-76
Fri Mar 24 14:38:07 2023;-78
Fri Mar 24 14:38:09 2023;-74
Fri Mar 24 14:38:10 2023;-82
Fri Mar 24 14:38:12 2023;-78
Fri Mar 24 14:38:14 2023;-78
Fri Mar 24 14:38:16 2023;-75
Fri Mar 24 14:38:18 2023;-76
Fri Mar 24 14:38:20 2023;-73
Fri Mar 24 14:38:23 2023;-76
Fri Mar 24 14:38:25 2023;-76
Fri Mar 24 14:38:28 2023;-81
Fri Mar 24 14:38:29 2023;-79
Fri Mar 24 14:38:31 2023;-75
Fri Mar 24 14:38:32 2023;-75
Fri Mar 24 14:38:33 2023;-75
Fri Mar 24 14:38:34 2023;-75
Fri Mar 24 14:38:36 2023;-75
Fri Mar 24 14:38:37 2023;-79
Fri Mar 24 14:38:38 2023;-76
Fri Mar 24 14:38:40 2023;-75
Fri Mar 24 14:38:42 2023;-75
Fri Mar 24 14:38:43 2023;-75
Fri Mar 24 14:38:45 2023;-76
Fri Mar 24 14:38:46 2023;-78
Fri Mar 24 14:38:49 2023;-76
Fri Mar 24 14:38:50 2023;-79
Fri Mar 24 14:38:51 2023;-76
Fri Mar 24 14:38:52 2023;-79
Fri Mar 24 14:38:56 2023;-75
Fri Mar 24 14:38:58 2023;-79
Fri Mar 24 14:38:59 2023;-77
Fri Mar 24 14:39:01 2023;-74
Fri Mar 24 14:39:04 2023;-76
Fri Mar 24 14:39:06 2023;-78
Fri Mar 24 14:39:07 2023;-77
Fri Mar 24 14:39:08 2023;-77
Fri Mar 24 14:39:09 2023;-76
Fri Mar 24 14:39:10 2023;-80
Fri Mar 24 14:39:12 2023;-81
Fri Mar 24 14:39:13 2023;-76
Fri Mar 24 14:39:14 2023;-81
Fri Mar 24 14:39:15 2023;-77
Fri Mar 24 14:39:17 2023;-75
Fri Mar 24 14:39:18 2023;-73
Fri Mar 24 14:39:19 2023;-75
Fri Mar 24 14:39:21 2023;-75
Fri Mar 24 14:39:22 2023;-73
Fri Mar 24 14:39:26 2023;-78
Fri Mar 24 14:39:27 2023;-74
Fri Mar 24 14:39:28 2023;-76
Fri Mar 24 14:39:31 2023;-75
Fri Mar 24 14:39:32 2023;-82
Fri Mar 24 14:39:37 2023;-77
Fri Mar 24 14:39:38 2023;-75
Fri Mar 24 14:39:39 2023;-76
Fri Mar 24 14:39:41 2023;-76
Fri Mar 24 14:39:47 2023;-74
Fri Mar 24 14:39:48 2023;-79
Fri Mar 24 14:39:49 2023;-75
Fri Mar 24 14:39:54 2023;-79
Fri Mar 24 14:39:55 2023;-74
Fri Mar 24 14:39:56 2023;-79
Fri Mar 24 14:39:57 2023;-82
Fri Mar 24 14:39:58 2023;-76
Fri Mar 24 14:40:01 2023;-75
Fri Mar 24 14:40:03 2023;-78
Fri Mar 24 14:40:04 2023;-77
Fri Mar 24 14:40:07 2023;-78
Fri Mar 24 14:40:08 2023;-79
Fri Mar 24 14:40:10 2023;-75
Fri Mar 24 14:40:11 2023;-76
Fri Mar 24 14:40:12 2023;-76
Fri Mar 24 14:40:13 2023;-77
Fri Mar 24 14:40:16 2023;-79
Fri Mar 24 14:40:17 2023;-73
Fri Mar 24 14:40:21 2023;-78
Fri Mar 24 14:40:25 2023;-77
Fri Mar 24 14:40:26 2023;-75
Fri Mar 24 14:40:28 2023;-74
Fri Mar 24 14:40:29 2023;-78
Fri Mar 24 14:40:30 2023;-73
Fri Mar 24 14:40:31 2023;-76
Fri Mar 24 14:40:33 2023;-77
Fri Mar 24 14:40:34 2023;-75
Fri Mar 24 14:40:35 2023;-75
Fri Mar 24 14:40:38 2023;-74
Fri Mar 24 14:40:39 2023;-79
Fri Mar 24 14:40:42 2023;-81
Fri Mar 24 14:40:43 2023;-78
Fri Mar 24 14:40:44 2023;-77
Fri Mar 24 14:40:45 2023;-74
Fri Mar 24 14:40:48 2023;-77
Fri Mar 24 14:40:49 2023;-73
Fri Mar 24 14:40:52 2023;-73
Fri Mar 24 14:40:53 2023;-77
Fri Mar 24 14:40:54 2023;-77
Fri Mar 24 14:40:55 2023;-80
Fri Mar 24 14:40:57 2023;-76
Fri Mar 24 14:40:58 2023;-73
Fri Mar 24 14:40:59 2023;-74
Fri Mar 24 14:41:02 2023;-77
Fri Mar 24 14:41:03 2023;-78
Fri Mar 24 14:41:04 2023;-77
Fri Mar 24 14:41:05 2023;-74
Fri Mar 24 14:41:10 2023;-76
Fri Mar 24 14:41:12 2023;-74
Fri Mar 24 14:41:13 2023;-77
Fri Mar 24 14:41:14 2023;-75
Fri Mar 24 14:41:15 2023;-81
Fri Mar 24 14:41:19 2023;-76
Fri Mar 24 14:41:20 2023;-78
Fri Mar 24 14:41:21 2023;-73
Fri Mar 24 14:41:23 2023;-74
Fri Mar 24 14:41:24 2023;-76
Fri Mar 24 14:41:25 2023;-74
Fri Mar 24 14:41:30 2023;-80
Fri Mar 24 14:41:31 2023;-76
Fri Mar 24 14:41:33 2023;-76
Fri Mar 24 14:41:34 2023;-79
Fri Mar 24 14:41:36 2023;-77
Fri Mar 24 14:41:38 2023;-79
Fri Mar 24 14:41:39 2023;-74
Fri Mar 24 14:41:40 2023;-77
Fri Mar 24 14:41:44 2023;-73
Fri Mar 24 14:41:45 2023;-74
Fri Mar 24 14:41:47 2023;-77
Fri Mar 24 14:41:48 2023;-75
Fri Mar 24 14:41:49 2023;-83
Fri Mar 24 14:41:50 2023;-76
Fri Mar 24 14:41:53 2023;-76
Fri Mar 24 14:41:54 2023;-73
Fri Mar 24 14:41:55 2023;-74
Fri Mar 24 14:41:56 2023;-75
Fri Mar 24 14:41:58 2023;-79
Fri Mar 24 14:42:00 2023;-76
Fri Mar 24 14:42:01 2023;-73
Fri Mar 24 14:42:03 2023;-81
Fri Mar 24 14:42:05 2023;-77
Fri Mar 24 14:42:06 2023;-76
Fri Mar 24 14:42:08 2023;-75
Fri Mar 24 14:42:09 2023;-77
Fri Mar 24 14:42:10 2023;-77
Fri Mar 24 14:42:11 2023;-78
Fri Mar 24 14:42:13 2023;-79
Fri Mar 24 14:42:14 2023;-73
Fri Mar 24 14:42:15 2023;-76
Fri Mar 24 14:42:16 2023;-76
Fri Mar 24 14:42:19 2023;-77
Fri Mar 24 14:42:21 2023;-76
Fri Mar 24 14:42:25 2023;-79
Fri Mar 24 14:42:26 2023;-78
Fri Mar 24 14:42:30 2023;-73
Fri Mar 24 14:42:31 2023;-79
Fri Mar 24 14:42:35 2023;-73
Fri Mar 24 14:42:36 2023;-78
Fri Mar 24 14:42:37 2023;-75
Fri Mar 24 14:42:38 2023;-76
Fri Mar 24 14:42:41 2023;-79
Fri Mar 24 14:42:42 2023;-76
Fri Mar 24 14:42:45 2023;-79
Fri Mar 24 14:42:48 2023;-81
Fri Mar 24 14:42:51 2023;-74
Fri Mar 24 14:42:53 2023;-74
Fri Mar 24 14:42:54 2023;-78
Fri Mar 24 14:42:55 2023;-78
Fri Mar 24 14:42:57 2023;-74
Fri Mar 24 14:42:58 2023;-79
Fri Mar 24 14:42:59 2023;-74
Fri Mar 24 14:43:00 2023;-76
Fri Mar 24 14:43:02 2023;-76
Fri Mar 24 14:43:03 2023;-73
Fri Mar 24 14:43:06 2023;-79
Fri Mar 24 14:43:07 2023;-78
Fri Mar 24 14:43:08 2023;-77
Fri Mar 24 14:43:09 2023;-75
Fri Mar 24 14:43:10 2023;-82
Fri Mar 24 14:43:12 2023;-73
Fri Mar 24 14:43:13 2023;-74
Fri Mar 24 14:43:14 2023;-78
Fri Mar 24 14:43:17 2023;-75
Fri Mar 24 14:43:18 2023;-81
Fri Mar 24 14:43:19 2023;-76
Fri Mar 24 14:43:21 2023;-75
Fri Mar 24 14:43:23 2023;-74
Fri Mar 24 14:43:24 2023;-78
Fri Mar 24 14:43:26 2023;-79
Fri Mar 24 14:43:27 2023;-73
Fri Mar 24 14:43:30 2023;-76
Fri Mar 24 14:43:32 2023;-78
Fri Mar 24 14:43:37 2023;-75
Fri Mar 24 14:43:38 2023;-82
Fri Mar 24 14:43:40 2023;-76
Fri Mar 24 14:43:41 2023;-81
Fri Mar 24 14:43:47 2023;-74
Fri Mar 24 14:43:48 2023;-76
Fri Mar 24 14:43:50 2023;-77
Fri Mar 24 14:43:51 2023;-74
Fri Mar 24 14:43:53 2023;-75
Fri Mar 24 14:43:56 2023;-73
Fri Mar 24 14:43:57 2023;-72
Fri Mar 24 14:43:59 2023;-74
Fri Mar 24 14:44:00 2023;-75
Fri Mar 24 14:44:01 2023;-74
Fri Mar 24 14:44:02 2023;-78
Fri Mar 24 14:44:04 2023;-78
Fri Mar 24 14:44:06 2023;-72
Fri Mar 24 14:44:08 2023;-73
Fri Mar 24 14:44:09 2023;-80
Fri Mar 24 14:44:10 2023;-74
Fri Mar 24 14:44:11 2023;-77
Fri Mar 24 14:44:13 2023;-78
Fri Mar 24 14:44:14 2023;-76
Fri Mar 24 14:44:15 2023;-75
Fri Mar 24 14:44:18 2023;-73
Fri Mar 24 14:44:19 2023;-76
Fri Mar 24 14:44:20 2023;-76
Fri Mar 24 14:44:21 2023;-80
Fri Mar 24 14:44:23 2023;-78
Fri Mar 24 14:44:25 2023;-79
Fri Mar 24 14:44:29 2023;-77
Fri Mar 24 14:44:33 2023;-82
Fri Mar 24 14:44:34 2023;-75
Fri Mar 24 14:44:36 2023;-76
Fri Mar 24 14:44:37 2023;-77
Fri Mar 24 14:44:38 2023;-79
Fri Mar 24 14:44:40 2023;-76
Fri Mar 24 14:44:41 2023;-78
Fri Mar 24 14:44:43 2023;-73
Fri Mar 24 14:44:44 2023;-73
Fri Mar 24 14:44:46 2023;-74
Fri Mar 24 14:44:48 2023;-75
Fri Mar 24 14:44:49 2023;-76
Fri Mar 24 14:44:52 2023;-77
Fri Mar 24 14:44:53 2023;-80
Fri Mar 24 14:44:54 2023;-72
Fri Mar 24 14:44:55 2023;-79
Fri Mar 24 14:44:56 2023;-76
Fri Mar 24 14:44:58 2023;-77
Fri Mar 24 14:45:01 2023;-73
Fri Mar 24 14:45:02 2023;-77
Fri Mar 24 14:45:03 2023;-73
Fri Mar 24 14:45:04 2023;-80
Fri Mar 24 14:45:06 2023;-74
Fri Mar 24 14:45:07 2023;-79
Fri Mar 24 14:45:13 2023;-82
Fri Mar 24 14:45:15 2023;-80
Fri Mar 24 14:45:16 2023;-80
Fri Mar 24 14:45:19 2023;-72
Fri Mar 24 14:45:23 2023;-72
Fri Mar 24 14:45:26 2023;-75
Fri Mar 24 14:45:29 2023;-81
Fri Mar 24 14:45:30 2023;-72
Fri Mar 24 14:45:31 2023;-78
Fri Mar 24 14:45:32 2023;-77
Fri Mar 24 14:45:33 2023;-77
Fri Mar 24 14:45:34 2023;-72
Fri Mar 24 14:45:35 2023;-76
Fri Mar 24 14:45:36 2023;-78