TIMESTAMP;DATA_ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1678965222.987784396;2023-03-16 11:13:42;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965223.707450099;2023-03-16 11:13:43;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965224.102308692;2023-03-16 11:13:44;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965224.124871451;2023-03-16 11:13:44;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965224.677499062;2023-03-16 11:13:44;17;-16.4, -7.5;4.6, 0;22.29910312
1678965225.034807839;2023-03-16 11:13:45;-74;-16.4, -7.5;4.6, 0;22.29910312
1678965225.051118117;2023-03-16 11:13:45;-75;-16.4, -7.5;4.6, 0;22.29910312
1678965251.778054916;2023-03-16 11:14:11;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965252.657385527;2023-03-16 11:14:12;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965253.212694230;2023-03-16 11:14:13;-71;-16.4, -7.5;4.6, 0;22.29910312
1678965253.671575600;2023-03-16 11:14:13;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965254.402354489;2023-03-16 11:14:14;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965254.426103100;2023-03-16 11:14:14;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965254.512386692;2023-03-16 11:14:14;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965258.022762209;2023-03-16 11:14:18;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965258.047990412;2023-03-16 11:14:18;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965258.227627375;2023-03-16 11:14:18;-63;-16.4, -7.5;4.6, 0;22.29910312
1678965259.090460060;2023-03-16 11:14:19;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965259.515195078;2023-03-16 11:14:19;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965259.624922374;2023-03-16 11:14:19;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965259.644196782;2023-03-16 11:14:19;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965259.687923282;2023-03-16 11:14:19;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965259.712341300;2023-03-16 11:14:19;-69;-16.4, -7.5;4.6, 0;22.29910312
1678965260.285150133;2023-03-16 11:14:20;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965260.305471189;2023-03-16 11:14:20;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965261.388927725;2023-03-16 11:14:21;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965261.718856521;2023-03-16 11:14:21;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965261.740759355;2023-03-16 11:14:21;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965262.161421632;2023-03-16 11:14:22;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965262.537628317;2023-03-16 11:14:22;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965262.937341761;2023-03-16 11:14:22;-71;-16.4, -7.5;4.6, 0;22.29910312
1678965273.781578384;2023-03-16 11:14:33;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965277.228814197;2023-03-16 11:14:37;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965277.279140882;2023-03-16 11:14:37;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965293.429316447;2023-03-16 11:14:53;-71;-16.4, -7.5;4.6, 0;22.29910312
1678965296.629260649;2023-03-16 11:14:56;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965297.758294833;2023-03-16 11:14:57;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965298.255247370;2023-03-16 11:14:58;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965298.277879666;2023-03-16 11:14:58;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965298.297267333;2023-03-16 11:14:58;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965298.320270999;2023-03-16 11:14:58;-69;-16.4, -7.5;4.6, 0;22.29910312
1678965298.339574129;2023-03-16 11:14:58;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965298.868084740;2023-03-16 11:14:58;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965299.410974240;2023-03-16 11:14:59;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965299.431798462;2023-03-16 11:14:59;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965299.988535572;2023-03-16 11:14:59;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965300.009306313;2023-03-16 11:15:00;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965300.576022794;2023-03-16 11:15:00;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965301.130682701;2023-03-16 11:15:01;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965301.703369034;2023-03-16 11:15:01;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965302.050734479;2023-03-16 11:15:02;-71;-16.4, -7.5;4.6, 0;22.29910312
1678965315.839729674;2023-03-16 11:15:15;-69;-16.4, -7.5;4.6, 0;22.29910312
1678965316.149190489;2023-03-16 11:15:16;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965316.190460692;2023-03-16 11:15:16;-69;-16.4, -7.5;4.6, 0;22.29910312
1678965317.262043247;2023-03-16 11:15:17;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965319.258221024;2023-03-16 11:15:19;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965319.348510117;2023-03-16 11:15:19;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965320.070712709;2023-03-16 11:15:20;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965320.205703486;2023-03-16 11:15:20;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965320.869500097;2023-03-16 11:15:20;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965321.030774653;2023-03-16 11:15:21;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965321.289945745;2023-03-16 11:15:21;-72;-16.4, -7.5;4.6, 0;22.29910312
1678965321.309720504;2023-03-16 11:15:21;-72;-16.4, -7.5;4.6, 0;22.29910312
1678965321.895570300;2023-03-16 11:15:21;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965321.940918930;2023-03-16 11:15:21;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965322.004774022;2023-03-16 11:15:22;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965322.029260393;2023-03-16 11:15:22;17;-16.4, -7.5;4.6, 0;22.29910312
1678965328.713132259;2023-03-16 11:15:28;-75;-16.4, -7.5;4.6, 0;22.29910312
1678965333.892072719;2023-03-16 11:15:33;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965333.954963608;2023-03-16 11:15:33;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965333.997977571;2023-03-16 11:15:33;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965335.289148959;2023-03-16 11:15:35;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965335.310171181;2023-03-16 11:15:35;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965336.423036254;2023-03-16 11:15:36;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965338.701922346;2023-03-16 11:15:38;-73;-16.4, -7.5;4.6, 0;22.29910312
1678965342.573990862;2023-03-16 11:15:42;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965342.594139177;2023-03-16 11:15:42;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965342.709171232;2023-03-16 11:15:42;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965342.729012751;2023-03-16 11:15:42;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965345.126936860;2023-03-16 11:15:45;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965345.132993249;2023-03-16 11:15:45;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965345.152960990;2023-03-16 11:15:45;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965345.170113379;2023-03-16 11:15:45;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965345.190343249;2023-03-16 11:15:45;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965345.213442286;2023-03-16 11:15:45;-69;-16.4, -7.5;4.6, 0;22.29910312
1678965347.154769767;2023-03-16 11:15:47;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965347.577251785;2023-03-16 11:15:47;-75;-16.4, -7.5;4.6, 0;22.29910312
1678965351.814542690;2023-03-16 11:15:51;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965352.581293634;2023-03-16 11:15:52;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965353.456545726;2023-03-16 11:15:53;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965353.478590207;2023-03-16 11:15:53;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965353.748804503;2023-03-16 11:15:53;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965354.757357781;2023-03-16 11:15:54;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965355.053597410;2023-03-16 11:15:55;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965356.168586965;2023-03-16 11:15:56;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965356.191103835;2023-03-16 11:15:56;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965363.026958387;2023-03-16 11:16:03;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965363.070656016;2023-03-16 11:16:03;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965363.074418461;2023-03-16 11:16:03;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965372.877566066;2023-03-16 11:16:12;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965372.966526844;2023-03-16 11:16:12;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965372.987586510;2023-03-16 11:16:12;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965373.713892214;2023-03-16 11:16:13;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965373.733515603;2023-03-16 11:16:13;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965373.807491491;2023-03-16 11:16:13;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965374.204763936;2023-03-16 11:16:14;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965376.388831397;2023-03-16 11:16:16;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965376.538773286;2023-03-16 11:16:16;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965376.802626916;2023-03-16 11:16:16;-72;-16.4, -7.5;4.6, 0;22.29910312
1678965381.082630469;2023-03-16 11:16:21;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965381.106825635;2023-03-16 11:16:21;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965382.020555505;2023-03-16 11:16:22;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965382.707682468;2023-03-16 11:16:22;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965382.851845856;2023-03-16 11:16:22;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965383.598562634;2023-03-16 11:16:23;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965383.619701800;2023-03-16 11:16:23;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965383.768652745;2023-03-16 11:16:23;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965384.428011022;2023-03-16 11:16:24;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965384.578771763;2023-03-16 11:16:24;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965384.601622374;2023-03-16 11:16:24;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965385.452364355;2023-03-16 11:16:25;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965385.474896725;2023-03-16 11:16:25;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965385.496231818;2023-03-16 11:16:25;-69;-16.4, -7.5;4.6, 0;22.29910312
1678965386.163009058;2023-03-16 11:16:26;-72;-16.4, -7.5;4.6, 0;22.29910312
1678965386.354048354;2023-03-16 11:16:26;-71;-16.4, -7.5;4.6, 0;22.29910312
1678965387.432676706;2023-03-16 11:16:27;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965390.796711981;2023-03-16 11:16:30;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965391.017442129;2023-03-16 11:16:31;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965391.036766370;2023-03-16 11:16:31;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965391.061268629;2023-03-16 11:16:31;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965391.703944018;2023-03-16 11:16:31;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965392.364208888;2023-03-16 11:16:32;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965392.585250165;2023-03-16 11:16:32;-63;-16.4, -7.5;4.6, 0;22.29910312
1678965392.601699536;2023-03-16 11:16:32;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965393.146459961;2023-03-16 11:16:33;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965393.166426054;2023-03-16 11:16:33;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965393.360390202;2023-03-16 11:16:33;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965393.379910350;2023-03-16 11:16:33;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965394.011371257;2023-03-16 11:16:34;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965394.029693553;2023-03-16 11:16:34;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965394.317730998;2023-03-16 11:16:34;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965395.666688478;2023-03-16 11:16:35;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965395.809503089;2023-03-16 11:16:35;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965395.829170941;2023-03-16 11:16:35;-63;-16.4, -7.5;4.6, 0;22.29910312
1678965396.077786219;2023-03-16 11:16:36;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965396.096547812;2023-03-16 11:16:36;-69;-16.4, -7.5;4.6, 0;22.29910312
1678965396.905010793;2023-03-16 11:16:36;-54;-16.4, -7.5;4.6, 0;22.29910312
1678965396.954194589;2023-03-16 11:16:36;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965396.995066107;2023-03-16 11:16:36;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965397.017674274;2023-03-16 11:16:37;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965397.041890441;2023-03-16 11:16:37;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965397.086286329;2023-03-16 11:16:37;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965397.105675292;2023-03-16 11:16:37;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965397.130099885;2023-03-16 11:16:37;-74;-16.4, -7.5;4.6, 0;22.29910312
1678965402.177308289;2023-03-16 11:16:42;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965402.320166197;2023-03-16 11:16:42;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965403.137796178;2023-03-16 11:16:43;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965404.026564159;2023-03-16 11:16:44;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965404.045866622;2023-03-16 11:16:44;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965404.189078066;2023-03-16 11:16:44;-63;-16.4, -7.5;4.6, 0;22.29910312
1678965404.210327696;2023-03-16 11:16:44;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965415.215501170;2023-03-16 11:16:55;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965426.238319516;2023-03-16 11:17:06;-73;-16.4, -7.5;4.6, 0;22.29910312
1678965426.260326219;2023-03-16 11:17:06;-76;-16.4, -7.5;4.6, 0;22.29910312
1678965431.864295105;2023-03-16 11:17:11;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965431.872166679;2023-03-16 11:17:11;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965432.411387179;2023-03-16 11:17:12;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965433.029052660;2023-03-16 11:17:13;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965433.989320289;2023-03-16 11:17:13;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965434.008653011;2023-03-16 11:17:14;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965434.231612400;2023-03-16 11:17:14;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965434.250929159;2023-03-16 11:17:14;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965435.925788121;2023-03-16 11:17:15;-72;-16.4, -7.5;4.6, 0;22.29910312
1678965435.946858677;2023-03-16 11:17:15;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965439.397663286;2023-03-16 11:17:19;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965439.417284749;2023-03-16 11:17:19;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965439.879363897;2023-03-16 11:17:19;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965440.525199896;2023-03-16 11:17:20;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965441.217716988;2023-03-16 11:17:21;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965441.239391914;2023-03-16 11:17:21;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965441.628219766;2023-03-16 11:17:21;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965442.157131784;2023-03-16 11:17:22;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965442.629469580;2023-03-16 11:17:22;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965442.649465673;2023-03-16 11:17:22;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965443.198590765;2023-03-16 11:17:23;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965444.238745301;2023-03-16 11:17:24;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965444.893234560;2023-03-16 11:17:24;17;-16.4, -7.5;4.6, 0;22.29910312
1678965444.915877505;2023-03-16 11:17:24;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965445.294472412;2023-03-16 11:17:25;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965445.771158004;2023-03-16 11:17:25;-70;-16.4, -7.5;4.6, 0;22.29910312
1678965445.907995652;2023-03-16 11:17:25;-69;-16.4, -7.5;4.6, 0;22.29910312
1678965445.930525004;2023-03-16 11:17:25;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965449.307134669;2023-03-16 11:17:29;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965449.677238224;2023-03-16 11:17:29;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965449.697552891;2023-03-16 11:17:29;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965450.949977242;2023-03-16 11:17:30;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965450.999484020;2023-03-16 11:17:30;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965451.044262538;2023-03-16 11:17:31;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965451.089279427;2023-03-16 11:17:31;-68;-16.4, -7.5;4.6, 0;22.29910312
1678965451.722455908;2023-03-16 11:17:31;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965451.738596797;2023-03-16 11:17:31;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965452.083100334;2023-03-16 11:17:32;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965452.865782667;2023-03-16 11:17:32;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965452.885158500;2023-03-16 11:17:32;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965453.139519278;2023-03-16 11:17:33;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965454.115810499;2023-03-16 11:17:34;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965454.132290888;2023-03-16 11:17:34;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965455.114506610;2023-03-16 11:17:35;-73;-16.4, -7.5;4.6, 0;22.29910312
1678965459.110299441;2023-03-16 11:17:39;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965459.267709515;2023-03-16 11:17:39;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965459.290018644;2023-03-16 11:17:39;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965459.946302885;2023-03-16 11:17:39;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965459.967111125;2023-03-16 11:17:39;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965460.094671588;2023-03-16 11:17:40;-64;-16.4, -7.5;4.6, 0;22.29910312
1678965460.786521828;2023-03-16 11:17:40;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965460.804654940;2023-03-16 11:17:40;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965460.913820532;2023-03-16 11:17:40;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965460.935865440;2023-03-16 11:17:40;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965461.623390680;2023-03-16 11:17:41;-69;-16.4, -7.5;4.6, 0;22.29910312
1678965461.739646921;2023-03-16 11:17:41;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965462.247399531;2023-03-16 11:17:42;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965462.294382846;2023-03-16 11:17:42;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965463.308833549;2023-03-16 11:17:43;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965463.402513957;2023-03-16 11:17:43;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965464.897389159;2023-03-16 11:17:44;-73;-16.4, -7.5;4.6, 0;22.29910312
1678965481.169135502;2023-03-16 11:18:01;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965491.901919051;2023-03-16 11:18:11;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965491.925264032;2023-03-16 11:18:11;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965492.070827588;2023-03-16 11:18:12;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965492.091385514;2023-03-16 11:18:12;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965492.958706439;2023-03-16 11:18:12;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965492.978032920;2023-03-16 11:18:12;-79;-16.4, -7.5;4.6, 0;22.29910312
1678965493.227433365;2023-03-16 11:18:13;-72;-16.4, -7.5;4.6, 0;22.29910312
1678965497.638932603;2023-03-16 11:18:17;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965497.658418269;2023-03-16 11:18:17;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965498.309018714;2023-03-16 11:18:18;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965498.329994065;2023-03-16 11:18:18;-66;-16.4, -7.5;4.6, 0;22.29910312
1678965498.399210491;2023-03-16 11:18:18;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965498.420009602;2023-03-16 11:18:18;-65;-16.4, -7.5;4.6, 0;22.29910312
1678965499.119970954;2023-03-16 11:18:19;-67;-16.4, -7.5;4.6, 0;22.29910312
1678965499.212528620;2023-03-16 11:18:19;-65;-16.4, -7.5;4.6, 0;22.29910312
